Minimum cut between characters:
debaty -> daish = 5
debaty -> astronomiia = 3
debaty -> angliiskii-iazyk = 5
debaty -> poeziia = 4
ekologiia -> evropa = 7
ekologiia -> liudi = 8
ekologiia -> gender = 5
ekologiia -> feminizm = 6
ekologiia -> serialy = 8
ekologiia -> urbanistika = 6
ekologiia -> semia = 4
ekologiia -> soznanie = 5
ekologiia -> vysshee-obrazovanie = 6
ekologiia -> daish = 5
ekologiia -> astronomiia = 3
ekologiia -> angliiskii-iazyk = 5
ekologiia -> poeziia = 4
evropa -> liudi = 7
evropa -> gender = 5
evropa -> feminizm = 6
evropa -> serialy = 7
evropa -> urbanistika = 6
evropa -> semia = 4
evropa -> soznanie = 5
evropa -> vysshee-obrazovanie = 6
evropa -> daish = 5
evropa -> astronomiia = 3
evropa -> angliiskii-iazyk = 5
evropa -> poeziia = 4
liudi -> gender = 5
liudi -> feminizm = 6
liudi -> serialy = 8
liudi -> urbanistika = 6
liudi -> semia = 4
liudi -> soznanie = 5
liudi -> vysshee-obrazovanie = 6
liudi -> daish = 5
liudi -> astronomiia = 3
liudi -> angliiskii-iazyk = 5
liudi -> poeziia = 4
gender -> serialy = 5
gender -> urbanistika = 5
gender -> semia = 4
gender -> soznanie = 5
gender -> vysshee-obrazovanie = 5
gender -> daish = 5
gender -> astronomiia = 3
gender -> angliiskii-iazyk = 5
gender -> poeziia = 4
feminizm -> serialy = 6
feminizm -> urbanistika = 6
feminizm -> semia = 4
feminizm -> soznanie = 5
feminizm -> vysshee-obrazovanie = 6
feminizm -> daish = 5
feminizm -> astronomiia = 3
feminizm -> angliiskii-iazyk = 5
feminizm -> poeziia = 4
serialy -> urbanistika = 6
serialy -> semia = 4
serialy -> soznanie = 5
serialy -> vysshee-obrazovanie = 6
serialy -> daish = 5
serialy -> astronomiia = 3
serialy -> angliiskii-iazyk = 5
serialy -> poeziia = 4
urbanistika -> semia = 4
urbanistika -> soznanie = 5
urbanistika -> vysshee-obrazovanie = 6
urbanistika -> daish = 5
urbanistika -> astronomiia = 3
urbanistika -> angliiskii-iazyk = 5
urbanistika -> poeziia = 4
semia -> soznanie = 4
semia -> vysshee-obrazovanie = 4
semia -> daish = 4
semia -> astronomiia = 3
semia -> angliiskii-iazyk = 4
semia -> poeziia = 4
soznanie -> vysshee-obrazovanie = 5
soznanie -> daish = 5
soznanie -> astronomiia = 3
soznanie -> angliiskii-iazyk = 5
soznanie -> poeziia = 4
vysshee-obrazovanie -> daish = 5
vysshee-obrazovanie -> astronomiia = 3
vysshee-obrazovanie -> angliiskii-iazyk = 5
vysshee-obrazovanie -> poeziia = 4
daish -> astronomiia = 3
daish -> angliiskii-iazyk = 5
daish -> poeziia = 4
astronomiia -> angliiskii-iazyk = 3
astronomiia -> poeziia = 3
angliiskii-iazyk -> poeziia = 4

Top involved characters in the flows:
istoriia (2477)
psikhologiia (2466)
kak-eto-rabotaet (2438)
rossiia (2423)
obrazovanie (2416)
zachem-ia-eto-uznal (2157)
zdorove (1980)
filosofiia (1941)
chto-budet-esli (1875)
kultura (1774)
politika (1696)
budushchee (1613)
iskusstvo (1490)
laifkhak (1446)
sotsiologiia (1427)
tekhnologii (1301)
biznes (1194)
meditsina (1093)
seks (1046)
pravo (1023)
voina (1000)
eda (993)
mify (978)
ekonomika (969)
nauka (958)
telo (954)
literatura (942)
karera (939)
geografiia (913)
puteshestviia (900)
internet (879)
otnosheniia (791)
biologiia (779)
krasota (767)
antropologiia (730)
mozg (728)
kino (675)
detskii-vopros (664)
temy-net (661)
religiia (637)
iazyk (635)
obshchestvo (609)
moskva (548)
zhizn (541)
muzyka (521)
media (508)
arkhitektura (477)
etiket (469)
kosmos (456)
fizika (445)
muzhchiny-i-zhenshchiny (418)
chelovek (402)
avto (402)
rabota (388)
teoriia-nauki (377)
ucheba (368)
diskriminatsiia (367)
deti (365)
aviatsiia (360)
transport (342)
blizhnii-vostok (304)
moda (290)
finansy (288)
islam (281)
dizain (273)
feminizm (251)
obuchenie (239)
gender (237)
sport (237)
khimiia (235)
dengi (218)
alkogol (215)
zhivotnye (203)
rynok (200)
chto-pochitat (173)
debaty (172)
diplomatiia (155)
urbanistika (149)
ekologiia (146)
liudi (146)
kafe-i-restorany (141)
liubov (139)
sssr (136)
zhenshchiny (131)
fiziologiia (131)
ssha (124)
non-fiction (122)
shkola (121)
knigi (117)
sotsium (115)
russkii-iazyk (103)
televidenie (101)
khristianstvo (99)
chto-posmotret (93)
angliiskii-iazyk (88)
zakon (88)
vysshee-obrazovanie (83)
professiia (80)
evropa (79)
daish (78)
